Date,Importer,LoadingPort,DeclaredPKR,industryCategory,catalog,stateOfOrigin,batchId,TotalUSD,exporterCountryCode,UnitUSDkg,database,Exporter,productTag,importerOrig,id,ProductDesc,countryOfOriginCode,repNum,ExporterID,Destination,GrossKg,DestCode,exporterOrig,HSCode,HS_Desc,Qty,qtyUnitPrice,QtyUnit,countryOfOrigin,TradeID,stateOfDestination,primary,importerCountryCode,HSCode_str,hs4,hs6,Mode
2026-05-31,AL TAYEB MEAT SOLE PROPRIETORSHIPS LLC,KPAE,48263.0,0205594235,exports,Asia,202606241107,48237.98,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],AL TAYEB MEAT SOLE PROPRIETORSHIPS LLC,6a269e098d7234c6a94b2561,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,7425.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",7425.0,6.4967,KGS,Pakistan,573e8623ea14626e0ed12ad5ae2b5072,Asia,1,ARE,02011000,0201,020110,Air
2026-05-31,LOCAL INTERNATIONAL FOODSTUFF AND MEAT,LPAE,960.0,0205594235,exports,Asia,202606241107,959.51,PAK,2.9985,pakistan,KARMANWALA LIVE STOCK,['CHILLED BEEF OFFAL'],LOCAL INTERNATIONAL FOODSTUFF & MEAT,6a269e0a8d7234c6a94b28de,CHILLED BEEF OFFAL AS PER INV,PAK,1,02672308,Qatar,320.0,QAT,KARMANWALA LIVE STOCK,02061000,Fresh or chilled edible offal of bovine animals,320.0,2.9985,KGS,Pakistan,4cfd7c0a6b3073089287d714f24bdcbb,Asia,1,,02061000,0206,020610,Air
2026-05-31,LOCAL INTERNATIONAL FOODSTUFF AND MEAT,LPAE,5120.0,0205592977,exports,Asia,202606241107,5117.4,PAK,3.998,pakistan,KARMANWALA LIVE STOCK,['CHILLED MUTTON OFFAL'],LOCAL INTERNATIONAL FOODSTUFF & MEAT,6a269e0a8d7234c6a94b28dd,CHILLED MUTTON OFFAL AS PER INV,PAK,1,02672308,Qatar,1280.0,QAT,KARMANWALA LIVE STOCK,02061000,Fresh or chilled edible offal of bovine animals,1280.0,3.998,KGS,Pakistan,09c81591d797215bb7feca7162a3161b,Asia,1,,02061000,0206,020610,Air
2026-05-31,LOCAL INTERNATIONAL FOODSTUFF AND MEAT,LPAE,2100.0,0205594235,exports,Asia,202606241107,2098.93,PAK,2.9985,pakistan,KARMANWALA LIVE STOCK,['CHILLED BEEF OFFAL'],LOCAL INTERNATIONAL FOODSTUFF & MEAT,6a269e0a8d7234c6a94b28e0,CHILLED BEEF OFFAL VACCUM PACKED AS PER INV,PAK,1,02672308,Qatar,700.0,QAT,KARMANWALA LIVE STOCK,02061000,Fresh or chilled edible offal of bovine animals,700.0,2.9985,KGS,Pakistan,7d6ecc4ecd488375fb031f8440dba38f,Asia,1,,02061000,0206,020610,Air
2026-05-31,LOCAL INTERNATIONAL FOODSTUFF AND MEAT,LPAE,1000.0,0205592977,exports,Asia,202606241107,999.49,PAK,3.998,pakistan,KARMANWALA LIVE STOCK,['CHILLED MUTON OFFAL'],LOCAL INTERNATIONAL FOODSTUFF & MEAT,6a269e0a8d7234c6a94b28df,CHILLED MUTTON OFFAL VACUUM AS PER INV,PAK,1,02672308,Qatar,250.0,QAT,KARMANWALA LIVE STOCK,02061000,Fresh or chilled edible offal of bovine animals,250.0,3.998,KGS,Pakistan,8f2976bd2de1f03d13b4ba6b6c49139b,Asia,1,,02061000,0206,020610,Air
2026-05-31,LOCAL INTERNATIONAL FOODSTUFF AND MEAT,LPAE,240.0,0205594235,exports,Asia,202606241107,239.88,PAK,2.9985,pakistan,KARMANWALA LIVE STOCK,['CHILLED BEEF SKIN'],LOCAL INTERNATIONAL FOODSTUFF & MEAT,6a269e0a8d7234c6a94b28dc,CHILLED BEEF SKIN MEAT VACUUM AS PER INV,PAK,1,02672308,Qatar,80.0,QAT,KARMANWALA LIVE STOCK,02061000,Fresh or chilled edible offal of bovine animals,80.0,2.9985,KGS,Pakistan,d6bdaf2edc2cc8d4c1f33d8ee51da138,Asia,1,,02061000,0206,020610,Air
2026-05-31,AL ASEEL MEAT LLC,KPAE,644.0,0205594235,exports,Asia,202606241107,643.17,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED ORGAN'],AL ASEEL MEAT LLC,6a269e098d7234c6a94b263c,FRESH CHILLED ORGANS,PAK,1,01006675,United Arab Emirates,99.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02012000,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",99.0,6.4967,KGS,Pakistan,24febeef3011ca54bf08284a9b870fc0,Asia,1,ARE,02012000,0201,020120,Air
2026-05-31,AL ASEEL MEAT LLC,KPAE,9009.0,0205594235,exports,Asia,202606241107,9004.42,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],AL ASEEL MEAT LLC,6a269e098d7234c6a94b255f,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,1386.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1386.0,6.4967,KGS,Pakistan,c82ae5289f6963dcc7ae2ea3595debcc,Asia,1,ARE,02011000,0201,020110,Air
2026-05-31,FAISAL IQBAL FOODSTUFF LLC,KPAE,18662.0,0205594235,exports,Asia,202606241107,18652.02,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],FAISAL IQBAL FOODSTUFF LLC,6a269e098d7234c6a94b255d,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,2871.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2871.0,6.4967,KGS,Pakistan,316486a993ab6456d8ca8be40bee7910,Asia,1,ARE,02011000,0201,020110,Air
2026-05-31,FAISAL IQBAL FOODSTUFF LLC,KPAE,644.0,0205594235,exports,Asia,202606241107,643.17,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED ORGAN'],FAISAL IQBAL FOODSTUFF LLC,6a269e098d7234c6a94b263a,FRESH CHILLED ORGANS,PAK,1,01006675,United Arab Emirates,99.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02012000,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",99.0,6.4967,KGS,Pakistan,aa6c59dbd125ba4fadfc0f652b3d8021,Asia,1,ARE,02012000,0201,020120,Air
2026-05-31,MFK MEAT TRADING,LPAE,225.0,0205594235,exports,Asia,202606241107,224.89,PAK,2.9985,pakistan,M S REHMAT LIVESTOCK AND FARMERS,['CHILLED BEEF OFFAL'],MFK MEAT TRADING,6a269e0a8d7234c6a94b28da,CHILLED BEEF OFFAL AS PER INV,PAK,1,04378441,United Arab Emirates,75.0,ARE,M/S REHMAT LIVESTOCK & FARMERS,02061000,Fresh or chilled edible offal of bovine animals,75.0,2.9985,KGS,Pakistan,596f7dc7aacbfc8d84a085307eefd148,Asia,1,ARE,02061000,0206,020610,Air
2026-05-31,MFK MEAT TRADING,LPAE,810.0,0205594235,exports,Asia,202606241107,809.59,PAK,2.9985,pakistan,M S REHMAT LIVESTOCK AND FARMERS,['CHILLED BEEF OFFAL'],MFK MEAT TRADING,6a269e0a8d7234c6a94b28db,CHILLED BEEF OFFAL VACUUM AS PER INV,PAK,1,04378441,United Arab Emirates,270.0,ARE,M/S REHMAT LIVESTOCK & FARMERS,02061000,Fresh or chilled edible offal of bovine animals,270.0,2.9985,KGS,Pakistan,3e474bd79fd77ea5d549fdc98281c5c1,Asia,1,ARE,02061000,0206,020610,Air
2026-05-31,MFK MEAT TRADING,LPAE,53853.0,0205594235,exports,Asia,202606241107,53825.14,PAK,6.4967,pakistan,M S REHMAT LIVESTOCK AND FARMERS,['CHILLED BEEF'],MFK MEAT TRADING,6a269e098d7234c6a94b2565,CHILLED BEEF MIX AS PER INV,PAK,1,04378441,United Arab Emirates,8285.0,ARE,M/S REHMAT LIVESTOCK & FARMERS,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",8285.0,6.4967,KGS,Pakistan,54df15457884280640be7534feafc3b7,Asia,1,ARE,02011000,0201,020110,Air
2026-05-31,KIKU TRADING CO LLC,KPAE,19305.0,0205594235,exports,Asia,202606241107,19295.19,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],KIKU TRADING CO. LLC,6a269e098d7234c6a94b2560,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,2970.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2970.0,6.4967,KGS,Pakistan,3f81658c6c71dd1d4d22837be42e900b,Asia,1,ARE,02011000,0201,020110,Air
2026-05-31,M S AL RABIE MEAT TRD EST,KPAE,9009.0,0205594235,exports,Asia,202606241107,9004.42,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],M/S AL RABIE MEAT TRD. EST,6a269e098d7234c6a94b255e,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,1386.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1386.0,6.4967,KGS,Pakistan,ba33b5fe8ade2a390ba0bb625033d858,Asia,1,ARE,02011000,0201,020110,Air
2026-05-31,M S AL RABIE MEAT TRD EST,KPAE,644.0,0205594235,exports,Asia,202606241107,643.17,PAK,6.4967,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED ORGAN'],M/S AL RABIE MEAT TRD. EST,6a269e098d7234c6a94b263b,FRESH CHILLED ORGANS,PAK,1,01006675,United Arab Emirates,99.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02012000,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",99.0,6.4967,KGS,Pakistan,6e76ba885941cdc8641a93fb19d743ee,Asia,1,ARE,02012000,0201,020120,Air
2026-05-31,RAHEEL GOLD INDUSTERIS,LPAE,26156.0,0205594235,exports,Asia,202606241107,26142.71,PAK,5.1974,pakistan,KARMANWALA LIVE STOCK,['CHILLED BEEF'],RAHEEL GOLD INDUSTERIS,6a269e098d7234c6a94b256a,CHILLED BEEF MIX AS PER INV,PAK,1,02672308,Saudi Arabia,5030.0,SAU,KARMANWALA LIVE STOCK,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",5030.0,5.1974,KGS,Pakistan,53fc24b9221638f077f17f5da2ff0d6a,Asia,1,SAU,02011000,0201,020110,Air
2026-05-31,JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,LPAE,180.0,0205594235,exports,Asia,202606241107,179.91,PAK,2.9985,pakistan,ASIA LIVESTOCK AND MEAT COMPANY,['BEEF LIVER'],JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,6a269e0a8d7234c6a94b28e1,FRESH HALAL CHILLED BEEF LIVER,PAK,1,03670509,Kuwait,60.0,KWT,ASIA LIVESTOCK & MEAT COMPANY,02061000,Fresh or chilled edible offal of bovine animals,60.0,2.9985,KGS,Pakistan,a2625c60e60c1d780ef37ece91aade13,Asia,1,KWT,02061000,0206,020610,Air
2026-05-31,JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,LPAE,16414.0,0205594235,exports,Asia,202606241107,16405.66,PAK,5.7971,pakistan,ASIA LIVESTOCK AND MEAT COMPANY,['CHILLED BEEF'],JAWEED CENTER FOR WHOLE SALE MEAT COMPANY KUWAIT,6a269e098d7234c6a94b2566,FRESH HALAL  CHILLED BEEF AS PER INV,PAK,1,03670509,Kuwait,2830.0,KWT,ASIA LIVESTOCK & MEAT COMPANY,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2830.0,5.7971,KGS,Pakistan,ec7e35ca514c542a29b269b088afe867,Asia,1,KWT,02011000,0201,020110,Air
2026-05-31,NEW TOWERS TRADING CO,LPAE,7308.0,0205594235,exports,Asia,202606241107,7304.29,PAK,5.2173,pakistan,M S FOODEX,['CHILLED BEEF MIX'],NEW TOWERS TRADING CO.,6a269e098d7234c6a94b2559,CHILLED BEEF MIX AS PER INVOICE,PAK,1,01759905,Saudi Arabia,1400.0,SAU,M/S FOODEX,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1400.0,5.2173,KGS,Pakistan,236129e664918006b91354dae8e61abd,Asia,1,SAU,02011000,0201,020110,Air
2026-05-31,ALFAW ALRAIDA ESTABLISHMENT COMMERCIAL,LPAE,81872.0,0205594235,exports,Asia,202606241107,81830.4,PAK,5.5972,pakistan,M S TAZIJ MEATS AND FOOD,['CHILLED BEEF'],ALFAW ALRAIDA ESTABLISHMENT COMMERCIAL,6a269e098d7234c6a94b2564,FRESH CHILLED BEEF AS PER INVOICE,PAK,1,03340420,Saudi Arabia,14620.0,SAU,M/S TAZIJ MEATS & FOOD,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",14620.0,5.5972,KGS,Pakistan,e2c4a4fd9d9fe70caf21f7829517f112,Asia,1,SAU,02011000,0201,020110,Air
2026-05-31,DAR ALFALAH FOODSTUFF TRADING LLC,KPAE,16115.0,0205594235,exports,Asia,202606241107,16106.81,PAK,5.4972,pakistan,THE ORGANIC MEAT COMPANY LIMITED,['BEEF MEAT'],DAR ALFALAH FOODSTUFF TRADING LLC,6a269e098d7234c6a94b255a,CHILLED BEEF MEAT,PAK,1,03610661,United Arab Emirates,2930.0,ARE,The Organic Meat Company Limited,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",2930.0,5.4972,KGS,Pakistan,22cd93e3fa3301d5a252b8faa6bb0c81,Asia,1,ARE,02011000,0201,020110,Air
2026-05-31,GULF BUTCHERY DOHA QATAR,LPAE,321.0,,exports,Asia,202606090603,320.84,PAK,2.9985,pakistan,SYED TRADERS,"['CHILLED BEEF HEAD', 'CHILLED BEEF LIVER', 'CHILLED BEEF KIDNEY', 'CHILLED BEEF HEART', 'CHILLED BEEF TROTTER', 'CHILLED BEEF TONGUE', 'CHILLED BEEF BRAIN']",GULF BUTCHERY DOHA QATAR,6a269e0a8d7234c6a94b28d9,"CHILLED BEEF HEAD, LIVER, KIDNY, HEART, TROTTERS, TONGUE, BRAIN. AS PER INVOICE.",PAK,1,01240606,Qatar,107.0,QAT,SYED TRADERS,02061000,Fresh or chilled edible offal of bovine animals,107.0,2.9985,KGS,Pakistan,5adaf7019feea74f2a693b73cfa8f64f,Asia,1,QAT,02061000,0206,020610,Air
2026-05-31,GULF BUTCHERY DOHA QATAR,LPAE,40.0,,exports,Asia,202606090603,39.98,PAK,3.998,pakistan,SYED TRADERS,"['MUTTON HEAD', 'LIVER', 'KIDNEY', 'HEART', 'TROTTER', 'TONGUE', 'BRAIN']",GULF BUTCHERY DOHA QATAR,6a269e0a8d7234c6a94b26a0,"CHILLED MUTTON HEAD, LIVER, KIDNY, HEART, TROTTERS, TONGUE, BRAIN. AS PER INVOICE.",PAK,1,01240606,Qatar,10.0,QAT,SYED TRADERS,02062900,Frozen edible bovine offal (excluding tongues and livers),10.0,3.998,KGS,Pakistan,e0ae29b46011bac32d1f7a4f093fa762,Asia,1,QAT,02062900,0206,020629,Air
2026-05-30,LUXURY MEAT TRADING L L C,KPAE,21825.0,0205594235,exports,Asia,202606241107,21793.94,PAK,4.9929,pakistan,AL AIEN GROUP,['BEEF MEAT'],LUXURY MEAT TRADING L.L.C,6a269e098d7234c6a94b2527,FRESH CHILLED BEEF MEAT MIX BONE,PAK,1,02307001,United Arab Emirates,4365.0,ARE,AL-AIEN GROUP.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",4365.0,4.9929,KGS,Pakistan,c43ea78535efa3b61d8a658dfb96c1f9,Asia,1,,02011000,0201,020110,Air
2026-05-30,AL DABBAGH MEAT AND SKIN TRADING LLC,KPAE,28314.0,0205594235,exports,Asia,202606241107,28273.71,PAK,6.4908,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],AL DABBAGH MEAT AND SKIN TRADING LLC,6a269e098d7234c6a94b254d,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,4356.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",4356.0,6.4908,KGS,Pakistan,ad28b3e8f83e5a5e7fa60d87bc0ca3a8,Asia,1,ARE,02011000,0201,020110,Air
2026-05-30,AL DABBAGH MEAT AND SKIN TRADING LLC,KPAE,644.0,0205594235,exports,Asia,202606241107,642.58,PAK,6.4907,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED ORGAN'],AL DABBAGH MEAT AND SKIN TRADING LLC,6a269e098d7234c6a94b2596,FRESH CHILLED ORGANS,PAK,1,01006675,United Arab Emirates,99.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02012000,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",99.0,6.4907,KGS,Pakistan,878c8adc63c6d30257566b3ec0615fd3,Asia,1,ARE,02012000,0201,020120,Air
2026-05-30,MAWASHI TRADING COMPANY WLL,KPAE,10395.0,0205594235,exports,Asia,202606241107,10380.21,PAK,6.99,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['BEEF MEAT'],MAWASHI TRADING COMPANY WLL,6a269e098d7234c6a94b2552,FRESH CHILLED BEEF MEAT,PAK,1,01006675,Bahrain,1485.0,BHR,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",1485.0,6.99,KGS,Pakistan,2b2befdc282f3afa91619bf10b40694b,Asia,1,BHR,02011000,0201,020110,Air
2026-05-30,AL TAYEB MEAT SOLE PROPRIETORSHIPS LLC,KPAE,48263.0,0205594235,exports,Asia,202606241107,48193.82,PAK,6.4908,pakistan,M S P K LIVESTOCK AND MEAT CO PVT LTD,['CHILLED BEEF MEAT MIX'],AL TAYEB MEAT SOLE PROPRIETORSHIPS LLC,6a269e098d7234c6a94b2553,FRESH CHILLED BEEF MEAT MIX WITH BONE,PAK,1,01006675,United Arab Emirates,7425.0,ARE,M/S P.K. LIVESTOCK & MEAT CO. (PVT) LTD.,02011000,"Carcases or half-carcases of bovine animals, fresh or chilled",7425.0,6.4908,KGS,Pakistan,e23051671a2345cb589b1d718e8b39af,Asia,1,ARE,02011000,0201,020110,Air
2026-05-30,MASTER OF M V AFRICAN FINFOOT AT BERTH NO PIBT PORT QASIM,KPPE,48000.0,0202943024,exports,Asia,202606241107,172.17,PAK,4.3042,pakistan,BLUE MARINE SERVICES,['FISH'],MASTER OF M.V. AFRICAN FINFOOT AT BERTH NO. PIBT PORT QASIM,6a269e0a8d7234c6a94b26b4,FISH 40 KGS,PAK,1,03146608,Pakistan,40.0,PAK,BLUE MARINE SERVICES,02023000,"Frozen, boneless meat of bovine animals",40.0,4.3042,KGS,Pakistan,7fb7e75e69486f7cf4dbc27420a80145,Asia,1,PAK,02023000,0202,020230,Sea
2026-05-30,MASTER OF M V AFRICAN FINFOOT AT BERTH NO PIBT PORT QASIM,KPPE,16000.0,0205594235,exports,Asia,202606241107,57.39,PAK,5.739,pakistan,BLUE MARINE SERVICES,['MEAT'],MASTER OF M.V. AFRICAN FINFOOT AT BERTH NO. PIBT PORT QASIM,6a269e0a8d7234c6a94b26b2,MEAT 10 KGS,PAK,1,03146608,Pakistan,10.0,PAK,BLUE MARINE SERVICES,02023000,"Frozen, boneless meat of bovine animals",10.0,5.739,KGS,Pakistan,56a87c2db07363409850e665838480b6,Asia,1,PAK,02023000,0202,020230,Sea
